C# Code	Java Reference Code	Generated Java Code
"public IndicNormalizationFilterFactory(IDictionary<string, string> args) : base(args){if (args.Count > 0){throw new System.ArgumentException(""Unknown parameters: "" + args);}}
"	"public IndicNormalizationFilterFactory(Map<String,String> args) {super(args);if (!args.isEmpty()) {throw new IllegalArgumentException(""Unknown parameters: "" + args);}}
"	public override TokenStream Create(TokenStream input, string fieldName, Reader reader, int offsetGap
"public virtual CreateOptionGroupResponse CreateOptionGroup(CreateOptionGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateOptionGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateOptionGroupResponseUnmarshaller.Instance;return Invoke<CreateOptionGroupResponse>(request, options);}
"	"public OptionGroup createOptionGroup(CreateOptionGroupRequest request) {request = beforeClientExecution(request);return executeCreateOptionGroup(request);}
"	public DeleteDeviceGroupMemberResponse deleteDeviceGroupMember(DeleteDeviceGroupMemberRequest request){return hcClient.syncInvokeHttp(request, IotMeta.deleteDeviceGroupMember);}  C# code: public virtual DeleteDeviceGroupResponse DeleteDeviceGroup(DeleteDeviceGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = DeleteDeviceGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = DeleteDeviceGroupResponseUnmarshaller.Instance;return Invoke<DeleteDeviceGroupResponse>(request,
"public virtual AssociateMemberAccountResponse AssociateMemberAccount(AssociateMemberAccountRequest request){var options = new InvokeOptions();options.RequestMarshaller = AssociateMemberAccountRequestMarshaller.Instance;options.ResponseUnmarshaller = AssociateMemberAccountResponseUnmarshaller.Instance;return Invoke<AssociateMemberAccountResponse>(request, options);}
"	"public AssociateMemberAccountResult associateMemberAccount(AssociateMemberAccountRequest request) {request = beforeClientExecution(request);return executeAssociateMemberAccount(request);}
"	public BatchGetAssetPropertyValueHistoryResponse batchGetAssetPropertyValueHistory(BatchGetAssetPropertyValueHistoryRequest request){return hcClient.syncInvokeHttp(request, IoT.batchGetAssetPropertyValueHistory
"public virtual void run(){this._enclosing.doRefreshProgress(this.mId, this.mProgress, this.mFromUser, true);this._enclosing.mRefreshProgressRunnable = this;}
"	"public void run() {doRefreshProgress(mId, mProgress, mFromUser, true);mRefreshProgressRunnable = this;}
"	public void setRefreshProgressRunnable(int id, int progress, boolean fromUser, boolean
"public virtual SetTerminationProtectionResponse SetTerminationProtection(SetTerminationProtectionRequest request){var options = new InvokeOptions();options.RequestMarshaller = SetTerminationProtectionRequestMarshaller.Instance;options.ResponseUnmarshaller = SetTerminationProtectionResponseUnmarshaller.Instance;return Invoke<SetTerminationProtectionResponse>(request, options);}
"	"public SetTerminationProtectionResult setTerminationProtection(SetTerminationProtectionRequest request) {request = beforeClientExecution(request);return executeSetTerminationProtection(request);}
"	"public SetTerminationProtectionResponse setTerminationProtection(SetTerminationProtectionRequest request){return hcClient.syncInvokeHttp(request, IotMeta.setTerminationProtection);}  C# code: public virtual SetTerminationProtectionResponse SetTerminationProtection(SetTerminationProtectionRequest request){var runtime = new Dictionary<string, string> { {""timeouted"", ""retry""}, {""readTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ReadTimeout, _readTimeout)}, {""connectTimeout"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.ConnectTimeout, _connectTimeout)}, {""localAddr"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.LocalAddr, _localAddr)}, {""httpProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpProxy, _httpProxy)}, {""httpsProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.HttpsProxy, _httpsProxy)}, {""noProxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.NoProxy, _noProxy)}, {""socks5Proxy"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5Proxy, _socks5Proxy)}, {""socks5NetWork"", AlibabaCloud.TeaUtil.Common.DefaultString(runtime.Socks5NetWork, _socks5NetWork)}, {""maxIdleConns"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxIdleConns, _maxIdleConns)}, {""retry"", new Dictionary<string, object> { {""retryable"", runtime.Autoretry}, {""maxAttempts"", AlibabaCloud.TeaUtil.Common.DefaultNumber(runtime.MaxAttempts, 3)}}} };var _lastRequest = null;var _lastException = null;var _now = System.DateTime.Now;var _retryTimes = 0;while (TeaCore.AllowRetry((IDictionary) runtime_[""retry""], _retryTimes, _now)){if (_retryTimes > 0){var backoffTime = TeaCore.GetBackoffTime((IDictionary)runtime_[""backoff""], _retryTimes);if (backoffTime > 0){TeaCore.Sleep(backoffTime);} }_retryTimes = _retryTimes + 1;try{_lastRequest = request.Clone();_lastException = null;TeaResponse response = TeaCore.DoAction(request, runtime_);Object obj = null;"
"public virtual string GetErrorHeader(RecognitionException e){int line = e.OffendingToken.Line;int charPositionInLine = e.OffendingToken.Column;return ""line "" + line + "":"" + charPositionInLine;}
"	"public String getErrorHeader(RecognitionException e) {int line = e.getOffendingToken().getLine();int charPositionInLine = e.getOffendingToken().getCharPositionInLine();return ""line ""+line+"":""+charPositionInLine;}
"	"public String getErrorMessage(RecognitionException e, String[] tokenNames) {String[] tokenNames2 = tokenNames;if (tokenNames2 == null){tokenNames2 = new String[0];}StringBuilder sb = new StringBuilder();sb.append(e.getClass().getName()).append("": "");if (e.getOffendingToken()!= null){sb.append(e.getOffendingToken().getType()).append("": "");}sb.append(e.getMessage());if (e.getDecisionNumber() >= 0){sb.append("" (decision "").append(e.getDecisionNumber()).append("")"");}if (e.getOffendingToken()!= null){sb.append("" ("").append(e.getOffendingToken().getText()).append("")"");}if (e.getLine() >= 0){sb.append("" (line "").append(e.getLine()).append("", char "")."
"public override java.nio.CharBuffer asReadOnlyBuffer(){java.nio.CharToByteBufferAdapter buf = new java.nio.CharToByteBufferAdapter(byteBuffer.asReadOnlyBuffer());buf._limit = _limit;buf._position = _position;buf._mark = _mark;buf.byteBuffer._order = byteBuffer._order;return buf;}
"	"public CharBuffer asReadOnlyBuffer() {CharToByteBufferAdapter buf = new CharToByteBufferAdapter(byteBuffer.asReadOnlyBuffer());buf.limit = limit;buf.position = position;buf.mark = mark;buf.byteBuffer.order = byteBuffer.order;return buf;}
"	public java.nio.CharBuffer asReadOnlyBuffer() {java.nio.CharBuffer buf = byteBuffer.asReadOnlyBuffer();buf.limit(_limit);buf.position(_position);buf.mark();buf.order(byteBuffer.order());return buf;}  C# code: public override java.nio.CharBuffer asReadOnlyBuffer(){java.nio.CharToByteBufferAdapter buf = new java.
"public virtual StopSentimentDetectionJobResponse StopSentimentDetectionJob(StopSentimentDetectionJobRequest request){var options = new InvokeOptions();options.RequestMarshaller = StopSentimentDetectionJobRequestMarshaller.Instance;options.ResponseUnmarshaller = StopSentimentDetectionJobResponseUnmarshaller.Instance;return Invoke<StopSentimentDetectionJobResponse>(request, options);}
"	"public StopSentimentDetectionJobResult stopSentimentDetectionJob(StopSentimentDetectionJobRequest request) {request = beforeClientExecution(request);return executeStopSentimentDetectionJob(request);}
"	public UpdateAlarmContactResponse updateAlarmContact(UpdateAlarmContactRequest request){return hcClient.syncInvokeHttp(request, Iot.class);}  C# code: public virtual UpdateAlarmContactGroupResponse UpdateAlarmContactGroup(UpdateAlarmContactGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = UpdateAlarmContactGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = UpdateAlarmContactGroupResponseUnmarshaller.Instance;return Invoke<UpdateAlarmContactGroupResponse>(request,
"public virtual ObjectIdSubclassMap<ObjectId> GetNewObjectIds(){if (newObjectIds != null){return newObjectIds;}return new ObjectIdSubclassMap<ObjectId>();}
"	"public ObjectIdSubclassMap<ObjectId> getNewObjectIds() {if (newObjectIds != null)return newObjectIds;return new ObjectIdSubclassMap<>();}
"	public void getNewObjectIds(ObjectIdSubclassMap<ObjectId> newObjectIds, int maxObjectId, int maxObjectIdForSubclasses, int maxObjectIdForSubclassesForSubclasses) {this.newObjectIds = newObjectIds;this.maxObjectId = maxObjectId;this.maxObjectIdForSubclasses = maxObjectIdForSubclasses;this.maxObjectIdForSubclassesForSubclasses = max
"protected internal override void Clear(){hash = Hash(new byte[0]);base.Clear();}
"	"public void clear() {hash = hash(new byte[0]);super.clear();}
"	public void setLevel(int level, double dist, double lat, double lon, double accuracy) {if (
"public override void reset(){lock (@lock){checkNotClosed();if (_mark == -1){throw new System.IO.IOException(""Invalid mark"");}pos = _mark;}}
"	"public void reset() throws IOException {synchronized (lock) {checkNotClosed();if (mark == -1) {throw new IOException(""Invalid mark"");}pos = mark;}}
"	"public void reset() throws IOException {lock (@lock){checkNotClosed();if (_mark == -1){throw new IOException(""Invalid mark"");}pos = _mark;}}  C# code: public override void setLength(long newLength){lock (@lock){checkNotClosed();if (newLength < 0){throw new System.ArgumentOutOfRangeException(""newLength"", ""Negative length"");}if (newLength > capacity){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds capacity"");}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if (newLength == length){return;}if (newLength > length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length exceeds current length"");}if (newLength < length){throw new System.ArgumentOutOfRangeException(""newLength"", ""Length is less than current length"");}if ("
"public RefErrorPtg(ILittleEndianInput in1){field_1_reserved = in1.ReadInt();}
"	"public RefErrorPtg(LittleEndianInput in)  {field_1_reserved = in.readInt();}
"	"public override void Execute(ref Object srcRowIndex, ref Object srcColumnIndex, ref Object dstRowIndex, ref Object dstColumnIndex) {throw new InvalidOperationException(""This should never be called"");}  C# code: public override void Execute(ref Object srcRowIndex, ref Object srcColumnIndex, ref Object dstRowIndex, ref Object dstColumnIndex, ref Object dstColumnIndex2"
"public virtual SuspendGameServerGroupResponse SuspendGameServerGroup(SuspendGameServerGroupRequest request){var options = new InvokeOptions();options.RequestMarshaller = SuspendGameServerGroupRequestMarshaller.Instance;options.ResponseUnmarshaller = SuspendGameServerGroupResponseUnmarshaller.Instance;return Invoke<SuspendGameServerGroupResponse>(request, options);}
"	"public SuspendGameServerGroupResult suspendGameServerGroup(SuspendGameServerGroupRequest request) {request = beforeClientExecution(request);return executeSuspendGameServerGroup(request);}
"	public UpdateAccessKeyStatusResponse updateAccessKeyStatus(UpdateAccessKeyStatusRequest request){return hcClient.sync
"public ValueEval Evaluate(ValueEval[] args, int srcRowIndex, int srcColumnIndex){if (args.Length != 3){return ErrorEval.VALUE_INVALID;}return Evaluate(srcRowIndex, srcColumnIndex, args[0], args[1], args[2]);}
"	"public final ValueEval evaluate(ValueEval[] args, int srcRowIndex, int srcColumnIndex) {if (args.length != 3) {return ErrorEval.VALUE_INVALID;}return evaluate(srcRowIndex, srcColumnIndex, args[0], args[1], args[2]);}
"	public ValueEval evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1, ValueEval arg2) {ValueEval ve = OperandResolver.getSingleValue(arg0, srcRowIndex, srcColumnIndex);if (ve instanceof ErrorEval){return ve;}double lat = OperandResolver.coerceValueToDouble(ve);ve = OperandResolver.getSingleValue(arg1, srcRowIndex, srcColumnIndex);if (ve instanceof ErrorEval){return ve;}double lon = OperandResolver.coerceValueToDouble(ve);ve = OperandResolver.getSingleValue(arg2, srcRowIndex, srcColumnIndex);if (ve instanceof ErrorEval){return ve;}return new NumberEval(GeohashUtils.encode(lat, lon));}  C# code: public override ValueEval Evaluate(int srcRowIndex, int srcColumnIndex, ValueEval arg0, ValueEval arg1){ValueEval ve = OperandResolver.GetSingleValue(arg0, srcRowIndex, srcColumnIndex);if (ve is ErrorEval){return ve;}double lat = OperandResolver.ConvertToDouble(ve);ve = OperandResolver.GetSingleValue(arg1, srcRowIndex, srcColumnIndex);if (ve is ErrorEval){return ve;}double lon =
"public GetRepoRequest(): base(""cr"", ""2016-06-07"", ""GetRepo"", ""cr"", ""openAPI""){UriPattern = ""/repos/[RepoNamespace]/[RepoName]"";Method = MethodType.GET;}
"	"public GetRepoRequest() {super(""cr"", ""2016-06-07"", ""GetRepo"", ""cr"");setUriPattern(""/repos/[RepoNamespace]/[RepoName]"");setMethod(MethodType.GET);}
"	public GetRepoResponse getRepo(GetRepoRequest request) {return JDCloudSDK.Cr.Client.Impl.CrClientExecutor.client.getRepo(request);}  C# code: public override GetRepoResponse GetRepo(GetRepoRequest request){return JDCloudSDK.Cr.Client.Impl.CrClientExecutor.Client.GetRepo
